water,water--adjust,uv,UV adjust,area,fertilizer_usage,Fret_use_norm,yield,pesticides,Pest_norm,region,categories, Y_area , Y_area_norm,ADDED Cost Values,ADDED Cost Values_norm,Profit ratio,Dummy PR
4.17,4.17,81.742,81.742,9.809,1,0.2,74.992,3.655,0.382538348,0,a,7.645223774,49%,0.849886099,30%,19%,2
5.66,5.66,86.872,86.872,5.344,1,0.2,43.684,3.65,0.382013028,3,b,8.174401198,53%,0.948206474,34%,19%,2
5.234,5.234,72.133,72.133,5.398,5,1,57.854,0.749,0.077222105,3,"d,b",10.71767321,73%,1.41515497,54%,19%,2
1.93,1.93,76.108,76.108,4.487,5,1,55.399,5.709,0.598339987,1,"d,b,c",12.34655672,85%,1.7170875,66%,19%,2
4.35,4.35,74.179,74.179,9.049,3,0.6,80.867,2.04,0.212859845,2,"b,a",8.936567577,59%,1.092148686,40%,19%,2
7.931,7.931,82.366,82.366,5.005,5,1,64.001,2.7,0.282202143,2,"c,d,a",12.78741259,89%,1.799052349,70%,19%,2
8.525,8.525,89.516,89.516,5.836,3,0.6,69.155,4.521,0.47352385,2,"c,d,a,b",11.84972584,82%,1.629779654,63%,19%,2
8.19,8.19,81.633,81.633,7.268,5,1,99.274,4.084,0.427610843,2,"c,b",13.65905338,96%,1.961642951,77%,19%,2
8.9,8.9,71.592,71.592,8.912,1,0.2,81.532,3.393,0.355011557,1,"a,c,b",9.148563734,61%,1.136144634,42%,19%,2
3.946,3.946,,70,12.401,1,0.2,94.638,3.874,0.405547384,4,"c,b",7.631481332,49%,0.858035111,30%,19%,2
3.25,3.25,82.544,82.544,4.68,1,0.2,29.772,2.118,0.221054843,2,"b,c,a,d",6.361538462,39%,0.627370354,20%,19%,2
5.771,5.771,81.979,81.979,4.395,4,0.8,50.643,3.863,0.404391679,2,"d,b,c,a",11.52286689,79%,1.577948797,61%,18%,2
3.591,3.591,69.28,69.28,6.418,4,0.8,58.406,1.012,0.104853961,3,d,9.100342786,60%,1.133791204,42%,18%,2
4.784,4.784,62.471,62.471,8.627,1,0.2,65.373,3.334,0.348812776,2,"c,d",7.577721108,48%,0.856892914,30%,18%,2
7.776,7.776,53.224,53.224,7.556,3,0.6,77.652,2.353,0.245744904,2,"a,d,b,c",10.27686607,69%,1.352312504,51%,18%,2
4.49,4.49,68.274,68.274,9.971,1,0.2,78.114,3.975,0.416158857,0,"b,d,c,a",7.834118945,50%,0.904735214,32%,18%,2
4.923,4.923,90.242,90.242,7.524,4,0.8,68.295,0.164,0.015759613,4,"a,c,b,d",9.076953748,60%,1.133060927,42%,18%,2
12.842,12.842,65.594,65.594,4.9,4,0.8,65.867,2.794,0.292078168,2,d,13.4422449,94%,1.934721129,76%,18%,2
5.95,5.95,74.222,74.222,4.278,4,0.8,51.238,4.612,0.483084682,2,"a,c,b",11.9770921,83%,1.668516551,64%,18%,2
4.64,4.64,81.622,81.622,7.495,3,0.6,72.568,3.344,0.349863417,1,"c,b",9.682188125,65%,1.248390682,47%,18%,2
9.731,9.731,78.506,78.506,7.189,1,0.2,63.391,2.455,0.256461441,1,d,8.81777716,58%,1.092722553,40%,18%,2
3.123,3.123,,90,8.619,0,0,59.597,5.243,0.549380122,3,"d,b",6.914607263,43%,0.747270529,25%,18%,2
8.578,8.578,72.647,72.647,6.375,3,0.6,72.211,3.839,0.401870141,3,"d,b,c,a",11.32721569,77%,1.561641933,60%,18%,2
6.917,6.917,57.437,57.437,9.196,0,0,67.819,3.705,0.387791553,1,d,7.374836886,47%,0.837373615,29%,18%,2
2.36,2.36,72.298,72.298,4.581,3,0.6,34.786,1.264,0.131330111,2,"c,b,d",7.593538529,49%,0.878603562,31%,17%,2
8.882,8.882,77.505,77.505,3.946,4,0.8,46.925,2.754,0.287875604,2,"d,b",11.89178915,82%,1.667814572,64%,17%,2
0.842,0.842,95.522,95.522,11.565,2,0.4,64.675,0.644,0.066190376,3,c,5.592304367,33%,0.51276063,16%,17%,2
9.29,9.29,73.866,73.866,7.882,4,0.8,96.316,3.085,0.322651818,0,"c,b,d",12.21974118,84%,1.729657257,67%,17%,2
8.85,8.85,87.863,87.863,6.808,4,0.8,86.371,4.187,0.438432444,4,d,12.68669213,88%,1.816248551,71%,17%,2
8.61,8.61,89.126,89.126,10.131,1,0.2,96.164,4.484,0.469636478,3,c,9.492054091,63%,1.231531131,46%,17%,2
3.678,3.678,67.052,67.052,9.848,4,0.8,92.168,1.673,0.174301324,4,"c,a",9.359057677,62%,1.209010094,45%,17%,2
2.14,2.14,75.628,75.628,4.474,0,0,30.805,5.948,0.623450305,1,"b,c",6.885337506,43%,0.756129089,26%,17%,2
9.22,9.22,85.737,85.737,7.734,3,0.6,84.246,2.762,0.288716117,2,"b,c",10.89294026,74%,1.491077799,57%,17%,2
1.7,1.7,67.905,67.905,11.567,4,0.8,104.343,2.339,0.244274007,6,a,9.020748682,60%,1.147763459,42%,17%,2
5.941,5.941,65.518,65.518,5.343,5,1,64.947,3.231,0.337991175,1,"c,b,d",12.1555306,84%,1.72282599,67%,17%,2
,3,77.818,77.818,14.866,3,0.6,124.257,2.279,0.237970162,4,b,8.35846899,54%,1.027700824,37%,17%,2
2.398,2.398,80.672,80.672,9.572,4,0.8,77.122,0.244,0.02416474,3,"c,d,b",8.057041371,52%,0.973959088,35%,17%,2
6.791,6.791,82.768,82.768,11.225,1,0.2,91.241,3.315,0.346816558,4,c,8.128374165,53%,0.988039856,36%,17%,2
8.144,8.144,98.719,98.719,7.374,4,0.8,87.531,3.284,0.343559571,3,"d,b,c",11.87021969,82%,1.674540068,65%,17%,2
4.458,4.458,88.309,88.309,8.405,1,0.2,65.169,4.138,0.433284303,3,"a,c",7.753599048,50%,0.9197378,33%,17%,2
9.762,9.762,65.737,65.737,5.125,3,0.6,64.428,5.394,0.565244799,2,d,12.57131707,87%,1.803562432,70%,17%,2
6.82,6.82,,80,8.291,3,0.6,83.271,2.84,0.296911116,4,"d,c,a",10.04354119,68%,1.340058257,51%,17%,2
8.51,8.51,63.434,63.434,5.634,4,0.8,64.958,2.484,0.2595083,2,"c,a,d",11.52964146,79%,1.614769014,62%,17%,2
5.359,5.359,71.02,71.02,7.162,2,0.4,60.974,3.021,0.315927716,0,"c,a,d,b",8.513543703,56%,1.062153004,39%,17%,2
2.82,2.82,,80,6.546,3,0.6,57.877,3.302,0.345450725,0,a,8.841582646,58%,1.123240296,41%,17%,2
1.824,1.824,58.814,58.814,5.262,4,0.8,50.617,3.389,0.354591301,5,d,9.619346256,64%,1.266306837,47%,17%,2
6.286,6.286,65.808,65.808,7.834,4,0.8,89.362,3.732,0.390628283,2,"c,b",11.40694409,78%,1.598350189,61%,17%,2
4.145,4.145,84.218,84.218,5.272,4,0.8,50.052,1.756,0.183021643,2,"c,b,d",9.493930197,63%,1.248710909,47%,17%,2
7.427,7.427,75.736,75.736,10.222,3,0.6,92.111,0.764,0.078798067,2,"c,b",9.011054588,60%,1.162213219,43%,16%,2
3.294,3.294,63.587,63.587,4.376,3,0.6,31.622,0.282,0.028157176,3,"a,c,b,d",7.226234004,46%,0.837391619,29%,16%,2
6.467,6.467,67.394,67.394,7.946,5,1,86.852,0.945,0.097814667,4,"d,b,a,c",10.93027939,74%,1.517544002,58%,16%,2
8.183,8.183,81.743,81.743,11.287,3,0.6,116.495,2.636,0.275478042,4,"c,d",10.32116594,70%,1.409045774,53%,16%,2
2.943,2.943,72.097,72.097,9.674,2,0.4,68.136,2.139,0.223261189,0,d,7.0432086,44%,0.809210506,28%,16%,2
3.885,3.885,90.055,90.055,4.325,1,0.2,29.739,3.18,0.332632906,2,"c,b,d,a",6.876069364,43%,0.78107393,27%,16%,2
4.972,4.972,97.61,97.61,8.407,0,0,59.654,4.801,0.502941794,1,"a,d,b",7.095753539,45%,0.823493738,29%,16%,2
3.621,3.621,61.548,61.548,7.938,4,0.8,65.901,0.172,0.016600126,4,"c,b",8.301965231,54%,1.047527551,38%,16%,2
8.988,8.988,79.287,79.287,6.652,4,0.8,78.41,2.874,0.300483295,2,a,11.78743235,81%,1.687454238,65%,16%,2
7.87,7.87,77.101,77.101,9.151,3,0.6,81.269,0.413,0.041920572,3,c,8.880887335,59%,1.154724074,43%,16%,2
4.918,4.918,77.499,77.499,13.615,3,0.6,130.695,3.531,0.369510401,4,b,9.599338964,64%,1.286480018,48%,16%,2
6.856,6.856,58.723,58.723,3.828,4,0.8,45.005,4.176,0.437276739,3,"d,a,c",11.75679206,81%,1.682812098,65%,16%,2
4.854,4.854,81.351,81.351,8.945,3,0.6,73.003,1.075,0.111472999,2,"c,d,a",8.161319173,53%,1.024196894,37%,16%,2
3.15,3.15,60.077,60.077,9.081,1,0.2,65.895,4.401,0.460916159,2,"c,a,d,b",7.256359432,46%,0.86059773,30%,16%,2
7.846,7.846,74.047,74.047,6.89,3,0.6,66.577,1.837,0.191531834,3,a,9.662844702,65%,1.302743192,49%,16%,2
5.659,5.659,77.429,77.429,7.397,3,0.6,67.587,2.304,0.240596764,2,"d,b,c",9.137082601,60%,1.20672387,45%,16%,2
7.162,7.162,84.523,84.523,5.114,2,0.4,39.16,0.678,0.069762555,2,"b,c,a",7.657411029,49%,0.935597768,33%,16%,2
0.911,0.911,71.769,71.769,8.139,1,0.2,33.981,0.452,0.046018071,4,"b,a",4.175082934,22%,0.297165743,6%,16%,2
6.225,6.225,71.647,71.647,1.897,2,0.4,16.298,2.903,0.303530153,2,"c,d",8.5914602,56%,1.107205356,41%,16%,2
3.85,3.85,,80,10.874,0,0,68.01,4.145,0.434019752,2,c,6.254368218,38%,0.680138898,23%,15%,2
,2,74.515,74.515,6.227,1,0.2,42.906,4.528,0.474259298,2,"c,a,d,b",6.890316364,43%,0.797650568,28%,15%,2
9.896,9.896,62.084,62.084,3.783,3,0.6,42.368,3.269,0.34198361,2,"a,c,b",11.19957706,76%,1.589190722,61%,15%,2
5.655,5.655,66.375,66.375,4.168,1,0.2,35.721,5.167,0.541395251,2,c,8.570297505,56%,1.107257,41%,15%,2
5.884,5.884,85.235,85.235,8.62,3,0.6,85.421,3.557,0.372242068,0,"b,c",9.90962877,66%,1.353295537,51%,15%,2
5.749,5.749,83.148,83.148,10.161,3,0.6,91.885,2.131,0.222420677,4,"b,a,c",9.042909162,60%,1.194518328,44%,15%,2
7.825,7.825,82.279,82.279,10.899,3,0.6,105.835,1.988,0.207396512,4,"c,b,d",9.710523901,65%,1.317214742,50%,15%,2
6.891,6.891,66.096,66.096,7.189,3,0.6,61.489,0.562,0.057575121,3,"d,b,c",8.553206287,56%,1.105432358,41%,15%,2
9.84,9.84,83.158,83.158,6.693,1,0.2,57.303,2.566,0.268123555,1,"c,a",8.561631555,56%,1.111615661,41%,15%,2
9.679,9.679,,80,2.105,5,1,28.398,3.659,0.382958605,2,"c,b,d,a",13.49073634,94%,2.015770068,79%,15%,2
9.129,9.129,80.865,80.865,6.818,4,0.8,85.848,4.342,0.454717378,2,"b,d",12.59137577,87%,1.851042175,72%,15%,2
4.353,4.353,76.822,76.822,5.948,1,0.2,39.806,2.775,0.29008195,2,"c,b",6.692333557,42%,0.76956981,26%,15%,2
4.827,4.827,79.656,79.656,9.529,2,0.4,81.845,3.884,0.406598025,4,b,8.589043971,56%,1.117530757,41%,15%,2
9.59,9.59,76.584,76.584,1.03,3,0.6,11.181,2.935,0.306892204,4,"a,b",10.85533981,74%,1.533799462,59%,15%,2
6.18,6.18,64.633,64.633,7.535,3,0.6,76.686,3.907,0.409014499,1,"c,a",10.17730591,69%,1.409704429,53%,15%,2
4.486,4.486,65.958,65.958,9.499,2,0.4,66.253,1.296,0.134692162,2,c,6.974734183,44%,0.823003161,29%,15%,2
6.7,6.7,64.494,64.494,6.947,0,0,51.818,4.551,0.476675772,1,"c,b,d,a",7.459047071,47%,0.911862186,32%,15%,2
4.633,4.633,66.997,66.997,9.47,3,0.6,97.062,5.018,0.525740702,3,"b,c",10.24941922,69%,1.423803592,54%,15%,2
5.928,5.928,78.282,78.282,4.071,0,0,27.857,3.978,0.416474049,1,"b,c",6.842790469,43%,0.800446452,28%,15%,2
5.362,5.362,68.859,68.859,1.716,1,0.2,11.726,2.417,0.252469006,2,"b,c,a,d",6.833333333,43%,0.798893313,28%,15%,2
11.35,11.35,64.436,64.436,5.117,1,0.2,54.986,5.473,0.573544862,1,a,10.74574946,73%,1.51720945,58%,15%,2
9.86,9.86,77.807,77.807,7.054,4,0.8,89.388,4.07,0.426139945,2,"d,a,c",12.67195917,88%,1.870958839,73%,15%,2
3.371,3.371,65.976,65.976,10.197,3,0.6,80.733,1.78,0.185543181,3,d,7.917328626,51%,0.999885758,36%,15%,2
2.89,2.89,70.072,70.072,7.388,1,0.2,38.599,1.194,0.123975625,1,c,5.22455333,30%,0.506408954,15%,15%,2
1.238,1.238,77.231,77.231,11.888,1,0.2,54.315,1.106,0.114729985,4,"c,a",4.568893001,25%,0.387570638,10%,15%,2
2.118,2.118,94.239,94.239,6.856,2,0.4,41.243,1.174,0.121874343,2,c,6.015606768,36%,0.653093661,21%,15%,2
11.581,11.581,78.808,78.808,5.562,3,0.6,67.215,3.89,0.407228409,3,"c,b",12.08468177,83%,1.766217397,69%,15%,2
4.89,4.89,82.063,82.063,8.025,1,0.2,63.378,4.616,0.483504938,1,c,7.897570093,51%,0.998617052,36%,15%,2
5.748,5.748,77.293,77.293,7.908,0,0,49.857,3.208,0.335574701,1,b,6.304628225,39%,0.707606013,24%,15%,2
3.994,3.994,69.151,69.151,5.931,1,0.2,41.946,3.764,0.393990334,1,c,7.072331816,44%,0.849662352,30%,15%,2
2.276,2.276,63.322,63.322,8.251,0,0,38.697,2.607,0.272431183,3,"c,a,b",4.689976972,26%,0.414132125,11%,15%,2
4.259,4.259,,70,4.088,4,0.8,35.516,0.739,0.076171465,0,"b,c,a",8.687866928,57%,1.149423422,42%,15%,2
7.14,7.14,67.037,67.037,5.913,3,0.6,54.286,1.69,0.176087413,2,c,9.180788094,61%,1.24046316,46%,14%,2
3.986,3.986,70.084,70.084,11.912,0,0,57.42,1.791,0.186698886,3,"d,b,c,a",4.820349228,27%,0.441840189,13%,14%,2
8.23,8.23,72.973,72.973,8.351,5,1,111.401,4.478,0.469006094,0,b,13.33983954,93%,2.005691778,79%,14%,2
5.35,5.35,88.698,88.698,10.869,1,0.2,81.477,3.718,0.389157386,0,"b,a,d",7.496273806,48%,0.93478562,33%,14%,2
7.352,7.352,77.408,77.408,7.763,5,1,84.166,0.682,0.070182812,3,d,10.84194255,74%,1.548622509,59%,14%,2
9.938,9.938,78.164,78.164,5.657,1,0.2,53.264,4.182,0.437907123,3,"d,b",9.415591303,63%,1.287900489,48%,14%,2
1.989,1.989,67.951,67.951,7.346,2,0.4,44.543,1.448,0.150661904,3,b,6.063572012,37%,0.67332344,22%,14%,2
2.925,2.925,60.833,60.833,8.633,1,0.2,39.785,0.221,0.021748266,2,d,4.608479092,25%,0.406503474,11%,14%,2
7.287,7.287,65.089,65.089,7.748,0,0,47.079,1.949,0.203299012,1,"b,c,d",6.076277749,37%,0.677426649,23%,14%,2
4.573,4.573,71.038,71.038,6.393,1,0.2,48.684,4.449,0.465959235,2,"b,c",7.61520413,49%,0.960041761,34%,14%,2
5.451,5.451,73.319,73.319,9.291,0,0,50.539,2.012,0.20991805,2,d,5.439565171,32%,0.562246563,18%,14%,2
9.145,9.145,63.522,63.522,5.094,4,0.8,58.31,2.552,0.266652658,2,"c,a",11.44680016,78%,1.664038886,64%,14%,2
8.59,8.59,58.35,58.35,7.987,5,1,95.885,1.985,0.20708132,2,d,12.00513334,83%,1.767649185,69%,14%,2
1.827,1.827,72.793,72.793,10.752,3,0.6,73.822,1.096,0.113679344,2,"d,b,c,a",6.865885417,43%,0.825593899,29%,14%,2
5.371,5.371,50.072,50.072,7.665,1,0.2,50.892,2.272,0.237234713,2,"d,c",6.639530333,41%,0.784256074,27%,14%,2
1.453,1.453,67.036,67.036,9.523,4,0.8,102.207,6.182,0.648035302,4,"c,d",10.73264728,73%,1.535138924,59%,14%,2
8.434,8.434,79.573,79.573,6.917,5,1,79.586,1.242,0.129018701,3,"d,b,c",11.50585514,79%,1.679237621,65%,14%,2
7.434,7.434,78.456,78.456,9.636,3,0.6,98.125,3.406,0.35637739,2,"c,b,d",10.18316729,69%,1.440256918,55%,14%,2
1.658,1.658,93.502,93.502,10.632,2,0.4,59.871,1.016,0.105274217,3,"d,c,b,a",5.631207675,33%,0.605977415,20%,14%,2
1.281,1.281,73.059,73.059,6.541,4,0.8,63.416,4.557,0.477306157,5,d,9.695153646,65%,1.352999403,51%,14%,2
5.646,5.646,77.573,77.573,7.867,2,0.4,61.103,2.247,0.234608111,0,b,7.767001398,50%,0.999872805,36%,14%,2
7.377,7.377,69.84,69.84,7.978,3,0.6,85.2,4.361,0.456713595,2,d,10.67936826,72%,1.536811778,59%,14%,2
5.798,5.798,60.303,60.303,8.254,3,0.6,80.354,3.71,0.388316873,2,a,9.735158711,65%,1.363665155,52%,14%,2
8.599,8.599,102.491,102.491,10.008,1,0.2,85.963,3.757,0.393254885,2,"a,c,b,d",8.589428457,56%,1.154419805,43%,14%,2
3.12,3.12,71.453,71.453,8.977,3,0.6,66.421,1.336,0.138894726,3,"b,d",7.399019717,47%,0.936586115,33%,14%,2
5.981,5.981,76.375,76.375,9.254,1,0.2,73.22,4.249,0.444946417,1,"c,a,d",7.91225416,51%,1.032434808,38%,13%,2
4.832,4.832,69.357,69.357,5.257,3,0.6,46.507,2.813,0.294074385,2,"c,b,d",8.846680616,58%,1.205338814,45%,13%,2
,7,98.031,98.031,8.177,3,0.6,68.304,0.585,0.059991595,1,b,8.353185765,54%,1.115079826,41%,13%,2
6.837,6.837,69.123,69.123,12.329,2,0.4,84.743,0.035,0.002206346,4,b,6.873469057,43%,0.846481256,30%,13%,2
6.436,6.436,63.881,63.881,8.915,5,1,111.891,4.505,0.471842824,1,"d,a,b",12.55086932,87%,1.889515638,74%,13%,2
,2,81.266,81.266,10.663,0,0,62.687,5.206,0.545492751,2,"c,d,a",5.878927131,35%,0.66888402,22%,13%,2
3.594,3.594,74.763,74.763,6.618,2,0.4,43.988,1.736,0.180920361,2,a,6.646721064,41%,0.810056623,28%,13%,2
7.968,7.968,70.425,70.425,6.518,5,1,74.873,1.715,0.178714016,1,"d,b,c",11.48711261,79%,1.698018779,66%,13%,2
4.2,4.2,58.569,58.569,3.213,2,0.4,22.288,1.871,0.195104013,2,d,6.936819172,43%,0.864441946,30%,13%,2
3.575,3.575,60.384,60.384,8.735,1,0.2,45.403,1.142,0.118512292,1,c,5.197824843,30%,0.546388105,17%,13%,2
12.375,12.375,64.614,64.614,6.577,3,0.6,77.839,3.364,0.351964698,2,"d,a,c,b",11.83503117,81%,1.763627164,68%,13%,2
2.34,2.34,59.457,59.457,8.818,0,0,47.411,4.139,0.433389368,6,d,5.376616013,31%,0.579336031,18%,13%,2
5.777,5.777,78.295,78.295,5.272,1,0.2,35.544,2.453,0.256251313,3,"b,d,a",6.742033384,42%,0.830206468,29%,13%,2
1.833,1.833,76.075,76.075,8.355,0,0,34.281,2.268,0.236814457,5,c,4.103052065,21%,0.349127048,9%,13%,2
9.8,9.8,56.646,56.646,6.967,2,0.4,58.129,0.861,0.088989283,2,"b,c,a",8.343476389,54%,1.129827813,42%,13%,2
8.711,8.711,51.016,51.016,6.064,3,0.6,53.135,0.383,0.038768649,0,"c,a",8.762368074,58%,1.207363581,45%,13%,2
,10,65.942,65.942,3.108,3,0.6,38.622,5.971,0.625866779,2,a,12.42664093,86%,1.879973187,73%,13%,2
9.434,9.434,52.133,52.133,9.54,1,0.2,84.861,3.975,0.416158857,0,"c,b,a",8.895283019,59%,1.232717169,46%,13%,2
6.33,6.33,91.622,91.622,7.047,1,0.2,44.016,1.358,0.141206136,2,"b,d,a",6.246062154,38%,0.751846974,26%,12%,2
1.747,1.747,60.581,60.581,12.417,0,0,55.899,3.113,0.325593612,6,"c,b",4.501812032,25%,0.432201016,12%,12%,2
4.127,4.127,67.246,67.246,7.008,0,0,32.215,1.797,0.187329271,3,"c,a,b",4.596889269,25%,0.451824428,13%,12%,2
11.625,11.625,80.43,80.43,10.086,5,1,140.157,3.794,0.397142257,2,"c,b",13.89619274,97%,2.159050178,85%,12%,2
5.277,5.277,,60,5.618,3,0.6,49.582,2.761,0.288611053,1,b,8.825560698,58%,1.229396511,46%,12%,2
2.19,2.19,51.727,51.727,9.152,0,0,35.488,1.788,0.186383694,3,b,3.877622378,20%,0.322379448,8%,12%,2
2.525,2.525,69.814,69.814,9.498,0,0,29.959,0.314,0.031519227,6,"d,b",3.154242999,14%,0.189738677,2%,12%,2
6.281,6.281,78.856,78.856,10.208,3,0.6,96.181,3.191,0.333788611,3,a,9.422119906,63%,1.341178819,51%,12%,2
7.378,7.378,62.963,62.963,4.935,5,1,58.183,2.826,0.295440219,2,"a,c",11.78986829,81%,1.77560474,69%,12%,2
8.991,8.991,94.327,94.327,12.043,4,0.8,123.898,1.094,0.113469216,2,c,10.28796811,69%,1.500639178,57%,12%,2
7.228,7.228,73.033,73.033,6.907,1,0.2,57.935,4.603,0.482139105,1,"a,c,d",8.387867381,55%,1.152352718,43%,12%,2
4.781,4.781,67.782,67.782,7.859,3,0.6,77.405,4.892,0.512502627,3,"a,b",9.849217458,66%,1.420383746,54%,12%,2
3.988,3.988,77.82,77.82,6.591,0,0,26.53,0.94,0.097289347,2,c,4.02518586,21%,0.352563328,9%,12%,2
3.677,3.677,78.561,78.561,11.493,3,0.6,109.148,4.98,0.521748266,0,c,9.496911163,63%,1.356390697,51%,12%,2
8.482,8.482,54.953,54.953,7.693,4,0.8,78.854,1.379,0.143412482,0,"c,b",10.25009749,69%,1.496815692,57%,12%,2
5.491,5.491,92.006,92.006,3.878,0,0,17.272,0.767,0.079113259,1,"b,c,d",4.453842187,24%,0.434095347,12%,12%,2
4.235,4.235,83.066,83.066,9.535,2,0.4,68.872,2.61,0.272746375,4,"c,b,d",7.223072889,46%,0.944406187,34%,12%,2
9.75,9.75,80.496,80.496,6.314,2,0.4,55.399,1.836,0.19142677,2,"d,b",8.773994298,58%,1.228948331,46%,12%,2
7.31,7.31,74.157,74.157,10.593,2,0.4,82.919,1.725,0.179764656,1,"d,a,b,c",7.827716417,50%,1.055418099,39%,12%,2
8.313,8.313,81.418,81.418,10.259,4,0.8,100.985,0.821,0.08478672,4,c,9.843552003,66%,1.426978573,54%,12%,2
3.11,3.11,70.787,70.787,6.504,1,0.2,31.893,1.2,0.12460601,2,"d,b",4.903597786,28%,0.521634005,16%,12%,2
8.821,8.821,68.588,68.588,3.789,3,0.6,35.186,1.438,0.149611263,3,"c,b,d",9.286355239,62%,1.325503528,50%,12%,2
3.349,3.349,74.586,74.586,6.415,0,0,45.314,6.73,0.705610422,2,b,7.06375682,44%,0.918493532,33%,12%,2
8.126,8.126,,70,5.101,3,0.6,43.121,0.429,0.043601597,2,"c,b",8.453440502,55%,1.173387984,43%,12%,2
5.812,5.812,76.878,76.878,5.567,2,0.4,44.262,2.921,0.305421307,2,"d,c,a",7.95078139,51%,1.08169834,40%,12%,2
1.676,1.676,76.901,76.901,4.318,2,0.4,33.036,5.01,0.524900189,2,c,7.650764243,49%,1.026797496,37%,12%,2
6.434,6.434,,70,7.105,3,0.6,69.169,3.756,0.393149821,0,"b,d,c",9.735256861,65%,1.410689957,54%,12%,2
5.464,5.464,85.867,85.867,5.479,2,0.4,45.01,3.641,0.381067451,1,"c,b,a",8.215002738,53%,1.134258376,42%,11%,2
3.67,3.67,68.932,68.932,5.721,1,0.2,40.947,4.837,0.506724102,2,c,7.157315155,45%,0.940902157,34%,11%,2
6.118,6.118,67.836,67.836,7.833,3,0.6,76.095,3.951,0.413637319,2,"d,c",9.714668709,65%,1.410214206,54%,11%,2
4.894,4.894,81.589,81.589,7.362,1,0.2,43.299,1.85,0.192897668,2,"d,b",5.881418093,35%,0.708275139,24%,11%,2
7.991,7.991,74.773,74.773,6.829,5,1,74.085,0.969,0.100336205,1,"c,b,d",10.84858691,74%,1.621166774,62%,11%,2
3.912,3.912,83.25,83.25,6.006,3,0.6,44.038,1.22,0.126707291,0,"b,a",7.332334332,46%,0.976939479,35%,11%,2
11.369,11.369,71.429,71.429,8.039,5,1,106.065,2.944,0.307837781,2,"b,c,a",13.1938052,92%,2.052762818,81%,11%,2
8.113,8.113,85.449,85.449,4.057,3,0.6,36.945,1.679,0.174931708,0,"d,a",9.106482623,60%,1.303855683,49%,11%,2
8.194,8.194,59.687,59.687,1.262,2,0.4,12.091,4.361,0.456713595,2,"b,c,a",9.580824089,64%,1.391011061,53%,11%,2
9.38,9.38,81.528,81.528,7.13,2,0.4,54.124,0.143,0.013553267,3,"a,b",7.591023843,49%,1.026529253,37%,11%,2
4.637,4.637,,80,8.554,3,0.6,68.018,1.877,0.195734398,4,b,7.95160159,51%,1.094062645,40%,11%,2
1.834,1.834,84.036,84.036,8.667,1,0.2,33.741,0.387,0.039188905,2,"b,d,c",3.893042575,20%,0.351567836,9%,11%,2
12.23,12.23,65.716,65.716,5.399,1,0.2,40.656,0.187,0.018176087,2,c,7.530283386,48%,1.020219341,37%,11%,2
5.717,5.717,91.267,91.267,10.587,2,0.4,83.059,2.957,0.309203614,4,b,7.845376405,50%,1.079178405,40%,11%,2
8.466,8.466,67.136,67.136,7.204,4,0.8,70.123,0.713,0.073439798,2,a,9.733897835,65%,1.425781579,54%,11%,2
2.131,2.131,84.936,84.936,10.403,0,0,29.671,0.328,0.032990124,2,b,2.852158031,12%,0.165071854,1%,11%,2
7.667,7.667,67.442,67.442,6.859,3,0.6,61.326,1.76,0.1834419,1,"d,c,a",8.940953492,59%,1.282778506,48%,11%,2
4.854,4.854,78.873,78.873,10.021,0,0,64.688,4.916,0.515024165,2,d,6.455243988,40%,0.82774806,29%,11%,2
6.931,6.931,75.326,75.326,5.675,0,0,29.261,1.355,0.140890943,2,"d,b,a",5.156123348,30%,0.591401757,19%,11%,2
2.289,2.289,77.891,77.891,9.704,0,0,26.224,0.034,0.002101282,1,"c,a,b",2.702390767,11%,0.144664636,0%,11%,2
9.753,9.753,,80,5.449,4,0.8,59.169,1.945,0.202878756,1,"a,d,b",10.85868967,74%,1.640599335,63%,11%,2
6.567,6.567,94.647,94.647,9.84,1,0.2,77.322,4.432,0.464173146,3,b,7.857926829,51%,1.09053642,40%,11%,2
4.56,4.56,74.019,74.019,4.618,4,0.8,37.232,0.35,0.035301534,2,"b,a,c,d",8.06236466,52%,1.128521648,42%,11%,2
5.215,5.215,84.746,84.746,9.799,1,0.2,65.846,3.309,0.346186174,3,"b,c,a,d",6.719665272,42%,0.88285859,31%,11%,2
4.138,4.138,81.061,81.061,7.035,3,0.6,65.216,4.637,0.485711284,3,b,9.270220327,62%,1.350936174,51%,11%,2
6.443,6.443,63.067,63.067,5.134,0,0,29.685,2.809,0.293654129,3,c,5.782041293,34%,0.711791319,24%,10%,2
1.346,1.346,66.05,66.05,4.61,2,0.4,40.778,7.569,0.793759193,2,c,8.845553145,58%,1.2737645,48%,10%,2
11.314,11.314,60.627,60.627,6.943,4,0.8,86.738,3.842,0.402185333,2,"c,d,b,a",12.49287052,87%,1.943461703,76%,10%,2
3.956,3.956,81.259,81.259,7.294,3,0.6,66.757,4.562,0.477831477,2,d,9.152316973,61%,1.330982598,50%,10%,2
5.688,5.688,76.387,76.387,8.818,2,0.4,70.489,3.351,0.350598865,3,"b,d,a",7.993762758,52%,1.118649814,41%,10%,2
5.498,5.498,87.675,87.675,6.54,3,0.6,56.935,2.815,0.294284514,2,"b,a,d",8.705657492,57%,1.249730978,47%,10%,2
6.344,6.344,,80,8.395,2,0.4,69.1,3.359,0.351439378,2,"a,b",8.231089934,53%,1.163008968,43%,10%,2
