id,water,water--adjust,water/area_norm,uv,UV adjust,area,fertilizer_usage,Fret_use_norm,yield,pesticides,Pest_norm,region,categories, Y over area , Y over area_norm,ADDED Cost Values,ADDED Cost Values_norm,Profit ratio
119,6.39,6.39,0.414621202,83.635,83.635,8.6,2,0.4,35.889,1.169,0.121349023,6,b,4.173139535,0.22,0.935970225,0.33,-0.11
102,2.49,2.49,0.155897572,83.507,83.507,10.451,1,0.2,80.411,3.474,0.363521748,2,"c,b,a",7.694096259,0.49,0.71941932,0.24,0.25
571,4.738,4.738,0.305028526,83.457,83.457,12.809,3,0.6,143.218,3.286,0.3437697,4,b,11.18104458,0.76,1.248798225,0.47,0.3
222,8.93,8.93,0.583123259,83.305,83.305,8.624,1,0.2,50.54,2.283,0.238390418,6,"a,b,c",5.86038961,0.35,1.021513677,0.37,-0.02
387,7.369,7.369,0.479567467,83.28,83.28,6.873,3,0.6,68.564,6.032,0.632275688,2,"b,c,a",9.975847519,0.67,1.711843155,0.66,0.01
852,3.912,3.912,0.250232188,83.25,83.25,6.006,3,0.6,44.038,1.22,0.126707291,0,"b,a",7.332334332,0.46,0.976939479,0.35,0.11
707,9.84,9.84,0.643492106,83.158,83.158,6.693,1,0.2,57.303,2.566,0.268123555,1,"c,a",8.561631555,0.56,1.111615661,0.41,0.15
363,5.749,5.749,0.372097652,83.148,83.148,10.161,3,0.6,91.885,2.131,0.222420677,4,"b,a,c",9.042909162,0.6,1.194518328,0.44,0.15
809,6.585,6.585,0.427557384,83.134,83.134,4.805,3,0.6,57.542,4.434,0.464383274,4,"d,a",11.97544225,0.82,1.491940657,0.57,0.26
458,4.235,4.235,0.271659812,83.066,83.066,9.535,2,0.4,68.872,2.61,0.272746375,4,"c,b,d",7.223072889,0.46,0.944406187,0.34,0.12
239,8.899,8.899,0.581066737,83.001,83.001,10.3,2,0.4,71.446,6.443,0.675457029,0,"a,c,b,d",6.936504854,0.43,1.656523766,0.64,-0.2
488,4.328,4.328,0.277829375,82.994,82.994,8.301,1,0.2,38.58,1.659,0.172830427,1,"c,a,d",4.647632815,0.26,0.650659802,0.21,0.04
243,,6,0.388748839,82.815,82.815,8.037,1,0.2,54.609,5.181,0.542866148,2,"b,d",6.794699515,0.42,1.131614987,0.42,0.01
626,6.791,6.791,0.441223298,82.768,82.768,11.225,1,0.2,91.241,3.315,0.346816558,4,c,8.128374165,0.53,0.988039856,0.36,0.17
490,6.98,6.98,0.453761444,82.727,82.727,11.264,5,1,101.09,3.5,0.366253415,6,"d,c,b",8.974609375,0.59,1.820014858,0.71,-0.12
134,1.327,1.327,0.078744859,82.679,82.679,6.939,3,0.6,79.125,3.326,0.347972263,2,"a,b,c",11.4029399,0.78,1.026717122,0.37,0.41
45,,6,0.388748839,82.678,82.678,9.107,2,0.4,68.502,0.239,0.02363942,0,"d,b",7.521906226,0.48,0.812388259,0.28,0.2
105,6.13,6.13,0.39737296,82.559,82.559,10.787,1,0.2,48.638,1.106,0.114729985,2,"c,b,d,a",4.508945953,0.25,0.712102945,0.24,0.01
517,0.237,0.237,0.006434921,82.551,82.551,7.609,1,0.2,38.776,0.675,0.069447363,3,"c,b",5.096070443,0.29,0.275882284,0.06,0.24
64,3.25,3.25,0.20631551,82.544,82.544,4.68,1,0.2,29.772,2.118,0.221054843,2,"b,c,a,d",6.361538462,0.39,0.627370354,0.2,0.19
253,9.541,9.541,0.623656627,82.536,82.536,7.581,4,0.8,63.722,4.003,0.419100651,6,b,8.405487403,0.55,1.842757279,0.72,-0.17
505,11.272,11.272,0.738490115,82.494,82.494,6.207,3,0.6,60.075,6.346,0.665265812,1,"a,b,c",9.67858869,0.65,2.003755928,0.79,-0.14
474,7.645,7.645,0.497877139,82.447,82.447,10.73,0,0,46.867,6.601,0.692057155,2,"b,d",4.367847158,0.24,1.189934294,0.44,-0.21
948,6.21,6.21,0.402680111,82.418,82.418,11.87,0,0,72.788,6.174,0.647194789,4,c,6.132097725,0.37,1.0498749,0.38,-0.01
816,5.886,5.886,0.381186148,82.397,82.397,8.322,1,0.2,56.456,5.502,0.576591721,1,b,6.783946167,0.42,1.157777869,0.43,-0.01
283,7.931,7.931,0.516850206,82.366,82.366,5.005,5,1,64.001,2.7,0.282202143,2,"c,d,a",12.78741259,0.89,1.799052349,0.7,0.19
160,7.825,7.825,0.50981823,82.279,82.279,10.899,3,0.6,105.835,1.988,0.207396512,4,"c,b,d",9.710523901,0.65,1.317214742,0.5,0.15
610,5.299,5.299,0.342244925,82.207,82.207,8.923,2,0.4,43.412,1.862,0.194158437,6,"b,c,d",4.865179872,0.27,0.936403362,0.33,-0.06
228,11.592,11.592,0.759718721,82.158,82.158,10.848,3,0.6,118.968,3.127,0.327064509,4,"a,b,c",10.96681416,0.75,1.68678323,0.65,0.09
206,4.89,4.89,0.315112114,82.063,82.063,8.025,1,0.2,63.378,4.616,0.483504938,1,c,7.897570093,0.51,0.998617052,0.36,0.15
735,5.771,5.771,0.373557118,81.979,81.979,4.395,4,0.8,50.643,3.863,0.404391679,2,"d,b,c,a",11.52286689,0.79,1.577948797,0.61,0.18
624,5.648,5.648,0.365397373,81.948,81.948,8.877,1,0.2,36.733,1.988,0.207396512,5,"c,d,b,a",4.137997071,0.22,0.772793885,0.27,-0.05
390,9.226,9.226,0.602759719,81.843,81.843,7.198,4,0.8,57.729,4.119,0.431288086,6,"b,c",8.020144485,0.52,1.834047804,0.71,-0.2
92,6.197,6.197,0.401817699,81.842,81.842,8.547,0,0,47.552,5.069,0.53109897,3,d,5.563589564,0.33,0.93291667,0.33,-0.01
983,4.758,4.758,0.306355314,81.822,81.822,7.786,3,0.6,57.381,1.803,0.187959655,3,b,7.369766247,0.47,1.094314969,0.4,0.07
133,9.645,9.645,0.630555924,81.796,81.796,10.121,2,0.4,111.371,4.055,0.424563984,1,"d,a",11.00395218,0.75,1.455119908,0.55,0.2
646,8.183,8.183,0.533567733,81.743,81.743,11.287,3,0.6,116.495,2.636,0.275478042,4,"c,d",10.32116594,0.7,1.409045774,0.53,0.16
880,4.17,4.17,0.267347751,81.742,81.742,9.809,1,0.2,74.992,3.655,0.382538348,0,a,7.645223774,0.49,0.849886099,0.3,0.19
15,11.22,11.22,0.735040467,81.74,81.74,8.06,3,0.6,50.919,1.295,0.134587098,6,a,6.317493797,0.39,1.469627565,0.56,-0.17
450,8.516,8.516,0.55565875,81.663,81.663,12.536,0,0,47.547,1.963,0.20476991,4,c,3.792836631,0.19,0.76042866,0.26,-0.07
371,5.44,5.44,0.351598779,81.652,81.652,10.223,1,0.2,45.064,4.825,0.505463333,5,"b,d,a,c",4.408099384,0.24,1.057062112,0.39,-0.15
233,8.19,8.19,0.534032108,81.633,81.633,7.268,5,1,99.274,4.084,0.427610843,2,"c,b",13.65905338,0.96,1.961642951,0.77,0.19
89,4.64,4.64,0.298527265,81.622,81.622,7.495,3,0.6,72.568,3.344,0.349863417,1,"c,b",9.682188125,0.65,1.248390682,0.47,0.18
432,4.894,4.894,0.315377471,81.589,81.589,7.362,1,0.2,43.299,1.85,0.192897668,2,"d,b",5.881418093,0.35,0.708275139,0.24,0.11
679,7.619,7.619,0.496152315,81.555,81.555,8.218,3,0.6,52.971,6.144,0.644042866,6,"d,c",6.445728888,0.4,1.740195181,0.67,-0.28
850,6.279,6.279,0.40725753,81.545,81.545,5.95,0,0,40.012,4.681,0.490334104,2,"b,c",6.724705882,0.42,0.897591633,0.32,0.1
671,4.491,4.491,0.288642696,81.541,81.541,9.751,1,0.2,54.328,2.038,0.212649716,4,a,5.571531125,0.33,0.701292412,0.24,0.09
598,9.38,9.38,0.612975985,81.528,81.528,7.13,2,0.4,54.124,0.143,0.013553267,3,"a,b",7.591023843,0.49,1.026529253,0.37,0.11
470,4.857,4.857,0.312922914,81.519,81.519,8.655,0,0,39.599,3.35,0.350493801,6,"b,c,a",4.575274408,0.25,0.663416715,0.22,0.03
779,5.927,5.927,0.383906063,81.482,81.482,7.432,0,0,24.274,0.781,0.080584156,6,d,3.266146394,0.15,0.46449022,0.14,0.01
630,9.132,9.132,0.596523816,81.425,81.425,8.379,0,0,34.137,0.257,0.025530574,2,"c,b,d",4.074113856,0.21,0.622054389,0.2,0.01
784,8.313,8.313,0.542191854,81.418,81.418,10.259,4,0.8,100.985,0.821,0.08478672,4,c,9.843552003,0.66,1.426978573,0.54,0.12
67,,9,0.587767016,81.414,81.414,12.129,3,0.6,94.051,3.661,0.383168733,6,"a,b",7.75422541,0.5,1.570935749,0.6,-0.11
29,4.854,4.854,0.312723895,81.351,81.351,8.945,3,0.6,73.003,1.075,0.111472999,2,"c,d,a",8.161319173,0.53,1.024196894,0.37,0.16
394,,8,0.521427624,81.337,81.337,10.674,1,0.2,53.778,3.746,0.392099181,6,"c,a",5.038223721,0.29,1.113526804,0.41,-0.12
41,4.63,4.63,0.297863872,81.321,81.321,8.887,2,0.4,56.546,4.783,0.501050641,6,"c,a,d,b",6.36277709,0.39,1.198914512,0.45,-0.06
930,,2,0.12339127,81.266,81.266,10.663,0,0,62.687,5.206,0.545492751,2,"c,d,a",5.878927131,0.35,0.66888402,0.22,0.13
974,3.956,3.956,0.253151121,81.259,81.259,7.294,3,0.6,66.757,4.562,0.477831477,2,d,9.152316973,0.61,1.330982598,0.5,0.1
158,4.58,4.58,0.294546902,81.187,81.187,12.782,0,0,71.319,1.365,0.141941584,4,b,5.579643248,0.33,0.436488486,0.12,0.21
386,8.714,8.714,0.56879395,81.117,81.117,9.656,5,1,104.641,0.94,0.097289347,1,"d,b,a",10.83688898,0.74,1.666083296,0.64,0.09
187,12.797,12.797,0.839657689,81.108,81.108,10.306,5,1,92.937,3.78,0.39567136,6,"c,d",9.017756647,0.6,2.235329048,0.88,-0.29
340,9.618,9.618,0.628764761,81.09,81.09,9.388,2,0.4,64.56,4,0.418785459,6,b,6.876864082,0.43,1.44755022,0.55,-0.12
12,4.138,4.138,0.265224891,81.061,81.061,7.035,3,0.6,65.216,4.637,0.485711284,3,b,9.270220327,0.62,1.350936174,0.51,0.11
772,6.939,6.939,0.451041528,81.026,81.026,8.582,1,0.2,58.2,3.043,0.318239126,2,a,6.781635982,0.42,0.969280654,0.35,0.07
271,5.49,5.49,0.354915749,81.011,81.011,10.162,0,0,35.808,0.651,0.066925825,4,"c,d",3.523715804,0.17,0.421841574,0.12,0.05
742,6.55,6.55,0.425235505,80.986,80.986,10.94,3,0.6,74.108,5.402,0.566085312,6,d,6.774040219,0.42,1.591320817,0.61,-0.19
300,6.98,6.98,0.453761444,80.915,80.915,4.715,1,0.2,20.482,5.639,0.590985501,6,"d,b,c",4.344008484,0.23,1.244746945,0.47,-0.23
638,9.129,9.129,0.596324798,80.865,80.865,6.818,4,0.8,85.848,4.342,0.454717378,2,"b,d",12.59137577,0.87,1.851042175,0.72,0.15
500,8.285,8.285,0.540334351,80.827,80.827,9.397,3,0.6,93.102,6.272,0.65749107,4,d,9.907630095,0.66,1.79782542,0.7,-0.03
768,7.6,7.6,0.494891867,80.748,80.748,12.375,4,0.8,86.596,6.626,0.694683757,6,"d,b",6.997656566,0.44,1.989575624,0.78,-0.34
889,9.52,9.52,0.6222635,80.697,80.697,7.566,3,0.6,47.525,1.191,0.123660433,6,"d,b,a,c",6.281390431,0.38,1.345923933,0.51,-0.12
819,2.398,2.398,0.149794348,80.672,80.672,9.572,4,0.8,77.122,0.244,0.02416474,3,"c,d,b",8.057041371,0.52,0.973959088,0.35,0.17
34,4.724,4.724,0.304099774,80.633,80.633,11.261,2,0.4,37.456,0.071,0.005988653,5,b,3.326169967,0.15,0.710088428,0.24,-0.08
569,6.883,6.883,0.447326522,80.6,80.6,9.438,5,1,110.226,5.327,0.558205505,2,"b,a,c,d",11.67895741,0.8,2.005532028,0.79,0.02
369,1.417,1.417,0.084715404,80.555,80.555,8.033,2,0.4,52.698,8.036,0.842824123,3,"c,a",6.560189219,0.41,1.327539527,0.5,-0.1
575,5.82,5.82,0.376807748,80.554,80.554,10.231,3,0.6,68.841,7.339,0.769594453,3,"c,d,a,b",6.728667774,0.42,1.746402201,0.68,-0.26
978,7.958,7.958,0.518641369,80.514,80.514,5.746,3,0.6,61.532,5.476,0.573860055,2,"a,c,b",10.7086669,0.73,1.692501424,0.65,0.07
109,9.75,9.75,0.63752156,80.496,80.496,6.314,2,0.4,55.399,1.836,0.19142677,2,"d,b",8.773994298,0.58,1.228948331,0.46,0.12
49,0.14,0.14,0,80.462,80.462,7.528,1,0.2,60.104,4.054,0.42445892,0,"c,a",7.984059511,0.52,0.62445892,0.2,0.31
144,11.625,11.625,0.761907921,80.43,80.43,10.086,5,1,140.157,3.794,0.397142257,2,"c,b",13.89619274,0.97,2.159050178,0.85,0.12
7,3.62,3.62,0.230861085,80.43,80.43,9.473,0,0,32.752,3.533,0.36972053,5,"b,a,c",3.457405257,0.16,0.600581615,0.19,-0.03
681,4.29,4.29,0.275308478,80.408,80.408,13.914,2,0.4,70.167,5.696,0.596974154,6,b,5.042906425,0.29,1.272282632,0.48,-0.19
524,5.415,5.415,0.349940295,80.406,80.406,8.66,2,0.4,39.515,0.565,0.057890313,6,"d,a,b,c",4.562933025,0.25,0.807830608,0.28,-0.03
922,1.58,1.58,0.095528725,80.389,80.389,8.91,2,0.4,67.547,5.631,0.590144988,3,c,7.581032548,0.48,1.085673713,0.4,0.09
578,8.968,8.968,0.585644155,80.342,80.342,7.568,5,1,95.882,5.373,0.563038453,2,"d,b,c",12.66939746,0.88,2.148682609,0.85,0.03
359,6.883,6.883,0.447326522,80.304,80.304,7.111,0,0,33.675,3.49,0.365202774,2,c,4.735620869,0.26,0.812529296,0.28,-0.02
183,3.349,3.349,0.21288311,80.288,80.288,11.645,3,0.6,74.955,3.569,0.373502837,5,"b,d,c",6.436668098,0.4,1.186385947,0.44,-0.04
482,6.912,6.912,0.449250365,80.251,80.251,9.355,0,0,46.36,2.055,0.214435806,3,c,4.955638696,0.28,0.663686171,0.22,0.06
97,2.83,2.83,0.178452965,80.21,80.21,4.983,4,0.8,46.165,1.241,0.128913637,1,"b,a,d,c",9.264499298,0.61,1.107366603,0.41,0.21
0,0.72,0.72,0.038476848,80.179,80.179,9.414,0,0,29.878,2.231,0.232927086,6,"c,b",3.173783726,0.14,0.271403933,0.05,0.09
71,3.67,3.67,0.234178055,80.157,80.157,9.668,2,0.4,58.616,1.315,0.13668838,4,c,6.062887878,0.37,0.770866435,0.26,0.1
336,0.842,0.842,0.046570253,80.154,80.154,6.619,1,0.2,52.916,3.406,0.35637739,1,b,7.994561112,0.52,0.602947644,0.19,0.32
46,11.531,11.531,0.755672018,80.119,80.119,5.937,4,0.8,57.662,0.477,0.048644673,1,"d,b,a,c",9.712312616,0.65,1.604316691,0.62,0.03
148,4.64,4.64,0.298527265,80.025,80.025,9.717,0,0,43.792,7.84,0.822231561,4,"c,b",4.506740764,0.25,1.120758827,0.41,-0.17
338,3.472,3.472,0.221042855,,80,5.474,1,0.2,43.149,4.316,0.451985711,0,"a,d",7.882535623,0.51,0.873028567,0.31,0.2
562,2.82,2.82,0.177789571,,80,6.546,3,0.6,57.877,3.302,0.345450725,0,a,8.841582646,0.58,1.123240296,0.41,0.17
308,1.881,1.881,0.115496882,,80,7.268,0,0,27.604,6.628,0.694893885,1,"d,c,b",3.798018712,0.19,0.810390767,0.28,-0.09
808,8.758,8.758,0.571712883,,80,3.586,3,0.6,39.678,0.842,0.086993066,1,a,11.06469604,0.75,1.258705949,0.47,0.28
141,2.447,2.447,0.153044978,,80,8.039,0,0,46.293,1.964,0.204874974,1,c,5.758552059,0.34,0.357919952,0.09,0.25
400,9.753,9.753,0.637720578,,80,5.449,4,0.8,59.169,1.945,0.202878756,1,"a,d,b",10.85868967,0.74,1.640599335,0.63,0.11
657,3.826,3.826,0.244527,,80,9.907,2,0.4,66.036,6.607,0.692687539,1,"d,b",6.665589987,0.41,1.33721454,0.5,-0.09
443,11.466,11.466,0.751359958,,80,7.093,4,0.8,81.984,3.628,0.379701618,1,c,11.5584379,0.79,1.931061576,0.76,0.04
830,,7,0.455088231,,80,9.719,0,0,27.918,1.584,0.16495062,2,"a,c",2.872517749,0.12,0.620038851,0.2,-0.08
127,5.386,5.386,0.348016452,,80,5.481,1,0.2,28.021,6.32,0.662534146,2,"b,c,a",5.11238825,0.29,1.210550598,0.45,-0.16
632,9.679,9.679,0.632811463,,80,2.105,5,1,28.398,3.659,0.382958605,2,"c,b,d,a",13.49073634,0.94,2.015770068,0.79,0.15
211,3.85,3.85,0.246119146,,80,10.874,0,0,68.01,4.145,0.434019752,2,c,6.254368218,0.38,0.680138898,0.23,0.15
898,6.344,6.344,0.41156959,,80,8.395,2,0.4,69.1,3.359,0.351439378,2,"a,b",8.231089934,0.53,1.163008968,0.43,0.1
17,1.952,1.952,0.120206979,,80,5.957,5,1,80.753,4.217,0.441584366,3,c,13.55598456,0.95,1.561791345,0.6,0.35
774,4.637,4.637,0.298328247,,80,8.554,3,0.6,68.018,1.877,0.195734398,4,b,7.95160159,0.51,1.094062645,0.4,0.11
20,6.82,6.82,0.443147141,,80,8.291,3,0.6,83.271,2.84,0.296911116,4,"d,c,a",10.04354119,0.68,1.340058257,0.51,0.17
419,1.15,1.15,0.067002786,,80,15.487,3,0.6,125.578,2.111,0.220319395,4,b,8.108607219,0.53,0.887322181,0.31,0.21
430,5.548,5.548,0.358763434,,80,8.752,0,0,40.052,3.603,0.377075016,5,b,4.576325411,0.25,0.735838449,0.25,0
398,4.24,4.24,0.271991509,,80,12.166,0,0,19.758,5.967,0.625446522,6,"b,d",1.624034194,0.02,0.897438031,0.32,-0.3
496,3.986,3.986,0.255141303,,80,11.082,3,0.6,40.712,8.006,0.8396722,6,c,3.673705107,0.18,1.694813503,0.66,-0.47
402,3.989,3.989,0.255340321,,80,11.787,0,0,53.008,2.922,0.305526371,6,"d,c,a",4.497157886,0.25,0.560866692,0.18,0.07
468,6.329,6.329,0.410574499,79.983,79.983,11.535,1,0.2,74.227,2.959,0.309413742,4,"d,b",6.434937148,0.4,0.919988242,0.33,0.07
606,5.6,5.6,0.362213082,79.924,79.924,6.672,3,0.6,56.607,7.532,0.789871822,3,"d,a,c",8.48426259,0.55,1.752084904,0.68,-0.13
713,,5,0.322409447,79.849,79.849,9.349,3,0.6,76.062,2.464,0.257407018,1,c,8.135843406,0.53,1.179816465,0.44,0.09
11,2.125,2.125,0.131683694,79.798,79.798,7.277,0,0,26.292,3.897,0.407963858,5,"a,b,c",3.613027346,0.18,0.539647552,0.17,0.01
6,1.679,1.679,0.102096325,79.767,79.767,6.311,1,0.2,43.157,0.458,0.046648456,2,a,6.838377436,0.43,0.34874478,0.09,0.34
580,4.93,4.93,0.317765689,79.754,79.754,6.951,1,0.2,59.147,3.996,0.418365203,2,"a,c,b,d",8.509135376,0.56,0.936130892,0.33,0.22
112,1.11,1.11,0.064349211,79.742,79.742,5.594,3,0.6,64.496,4.515,0.472893465,2,"c,b,d",11.52949589,0.79,1.137242676,0.42,0.37
840,2.961,2.961,0.187143426,79.698,79.698,10.628,1,0.2,73.44,3.126,0.326959445,1,"c,a",6.910048927,0.43,0.714102871,0.24,0.19
696,1.339,1.339,0.079540931,79.693,79.693,11.448,3,0.6,106.153,2.879,0.301008615,1,d,9.272624039,0.62,0.980549547,0.35,0.26
9,4.321,4.321,0.277364999,79.671,79.671,6.818,0,0,11.65,1.255,0.130384535,5,"b,d",1.708712232,0.03,0.407749534,0.11,-0.08
150,4.827,4.827,0.310932732,79.656,79.656,9.529,2,0.4,81.845,3.884,0.406598025,4,b,8.589043971,0.56,1.117530757,0.41,0.15
726,1.31,1.31,0.077617089,79.65,79.65,4.407,3,0.6,39.464,0.931,0.09634377,4,"d,b,c",8.954844565,0.59,0.773960859,0.27,0.32
993,2.844,2.844,0.179381717,79.646,79.646,8.309,2,0.4,44.809,1.085,0.112523639,2,"d,a,b",5.392827055,0.31,0.691905356,0.23,0.08
881,7.14,7.14,0.464375746,79.603,79.603,8.028,0,0,44.138,2.56,0.267493171,1,a,5.498006976,0.32,0.731868917,0.25,0.07
712,8.434,8.434,0.55021892,79.573,79.573,6.917,5,1,79.586,1.242,0.129018701,3,"d,b,c",11.50585514,0.79,1.679237621,0.65,0.14
834,1.76,1.76,0.107469816,79.507,79.507,6.223,3,0.6,61.788,1.733,0.180605169,3,"d,a",9.928973164,0.67,0.888074985,0.31,0.35
176,1.284,1.284,0.075892265,79.466,79.466,7.005,4,0.8,72.088,1.474,0.15339357,2,"c,b,a",10.29093505,0.69,1.029285835,0.37,0.32
149,9.984,9.984,0.653044978,79.402,79.402,5.819,3,0.6,52.944,1.282,0.133221265,3,d,9.098470528,0.6,1.386266243,0.52,0.08
247,7.739,7.739,0.504113042,79.376,79.376,3.642,3,0.6,22.676,8.736,0.916368985,4,"b,c,a",6.226249314,0.38,2.020482027,0.79,-0.41
560,8.988,8.988,0.586970943,79.287,79.287,6.652,4,0.8,78.41,2.874,0.300483295,2,a,11.78743235,0.81,1.687454238,0.65,0.16
998,9.158,9.158,0.59824864,79.257,79.257,9.011,2,0.4,80.399,5.968,0.625551586,1,"d,c,b,a",8.922317168,0.59,1.623800227,0.63,-0.04
732,7.97,7.97,0.519437442,79.215,79.215,10.916,3,0.6,116.891,2.447,0.255620929,2,"d,b",10.70822646,0.73,1.375058371,0.52,0.21
167,8.278,8.278,0.539869975,79.21,79.21,8.254,2,0.4,43.322,8.002,0.839251944,1,"b,c,d",5.248606736,0.3,1.779121918,0.69,-0.39
661,1.18,1.18,0.068992968,79.203,79.203,10.281,4,0.8,62.423,0.353,0.035616726,6,"a,b",6.071685634,0.37,0.904609694,0.32,0.05
963,6.78,6.78,0.440493565,79.158,79.158,7.628,4,0.8,96.624,4.41,0.461861736,0,"d,b",12.66701626,0.88,1.702355301,0.66,0.22
530,12.572,12.572,0.824731325,79.106,79.106,11.819,5,1,89.488,1.337,0.13899979,5,a,7.571537355,0.48,1.963731115,0.77,-0.29
616,12.282,12.282,0.805492902,78.947,78.947,7.583,1,0.2,44.242,2.964,0.309939063,6,"c,b,d",5.834366346,0.35,1.315431965,0.5,-0.15
847,5.84,5.84,0.378134536,78.938,78.938,5.777,0,0,19.131,1.622,0.168943055,2,b,3.311580405,0.15,0.547077592,0.17,-0.02
625,6.642,6.642,0.431338729,78.919,78.919,6.789,1,0.2,34.81,7.276,0.762975415,2,"a,d,b",5.12741199,0.29,1.394314144,0.53,-0.23
576,8.513,8.513,0.555459732,78.914,78.914,9.344,3,0.6,59.308,3.414,0.357217903,6,"b,c",6.347174658,0.39,1.512677635,0.58,-0.19
255,6.389,6.389,0.414554863,78.913,78.913,6.911,0,0,30.194,2.819,0.29470477,6,"c,a,b",4.368976993,0.24,0.709259633,0.24,0
248,0.23,0.23,0.005970545,78.879,78.879,6.285,0,0,30.174,7.096,0.744063879,2,"b,c,d,a",4.800954654,0.27,0.750034424,0.26,0.01
574,4.854,4.854,0.312723895,78.873,78.873,10.021,0,0,64.688,4.916,0.515024165,2,d,6.455243988,0.4,0.82774806,0.29,0.11
510,6.281,6.281,0.407390208,78.856,78.856,10.208,3,0.6,96.181,3.191,0.333788611,3,a,9.422119906,0.63,1.341178819,0.51,0.12
602,8.547,8.547,0.557715271,78.815,78.815,5.894,3,0.6,56.01,2.747,0.287140155,3,b,9.502884289,0.63,1.444855427,0.55,0.08
542,11.581,11.581,0.758988988,78.808,78.808,5.562,3,0.6,67.215,3.89,0.407228409,3,"c,b",12.08468177,0.83,1.766217397,0.69,0.15
564,5.92,5.92,0.383441688,78.735,78.735,5.245,2,0.4,29.507,1.136,0.117881908,0,b,5.625738799,0.33,0.901323596,0.32,0.01
619,5.264,5.264,0.339923046,78.729,78.729,5.98,0,0,41.611,3.213,0.336100021,2,c,6.958361204,0.44,0.676023067,0.22,0.21
658,4.624,4.624,0.297465835,78.676,78.676,11.007,1,0.2,42.252,0.234,0.0231141,2,"b,c,d",3.838648133,0.19,0.520579935,0.16,0.04
992,4.747,4.747,0.30562558,78.661,78.661,11.705,2,0.4,75.17,3.337,0.349127968,5,"c,b,d,a",6.422041862,0.39,1.054753549,0.38,0.01
691,4.14,4.14,0.265357569,78.605,78.605,7.627,1,0.2,26.96,1.049,0.108741332,6,"c,a,b",3.534810541,0.17,0.574098902,0.18,-0.01
204,3.677,3.677,0.234642431,78.561,78.561,11.493,3,0.6,109.148,4.98,0.521748266,0,c,9.496911163,0.63,1.356390697,0.51,0.12
56,5.479,5.479,0.354186016,78.553,78.553,8.052,4,0.8,82.265,5.881,0.616411011,4,"b,a,d",10.21671634,0.69,1.770597026,0.69,0
436,4.212,4.212,0.270134006,78.549,78.549,6.197,4,0.8,58.239,6.584,0.690271065,2,"c,b,d,a",9.397934484,0.63,1.760405071,0.68,-0.06
2,9.731,9.731,0.636261112,78.506,78.506,7.189,1,0.2,63.391,2.455,0.256461441,1,d,8.81777716,0.58,1.092722553,0.4,0.18
295,7.881,7.881,0.513533236,78.475,78.475,9.582,4,0.8,94.332,6.959,0.729670099,3,"a,d",9.844708829,0.66,2.043203335,0.8,-0.14
904,8.85,8.85,0.577816107,78.474,78.474,12.02,3,0.6,114.195,6.317,0.662218954,2,"b,c,d",9.500415973,0.63,1.840035061,0.72,-0.08
649,7.434,7.434,0.483879528,78.456,78.456,9.636,3,0.6,98.125,3.406,0.35637739,2,"c,b,d",10.18316729,0.69,1.440256918,0.55,0.14
372,6.3,6.3,0.408650657,78.443,78.443,11.465,4,0.8,139.425,4.047,0.423723471,2,"c,b",12.16092455,0.84,1.632374128,0.63,0.21
731,11.2,11.2,0.733713679,78.38,78.38,10.418,5,1,90.695,4.925,0.515969742,6,d,8.705605682,0.57,2.249683421,0.89,-0.32
334,13.468,13.468,0.884171421,78.352,78.352,5.085,4,0.8,63.186,3.596,0.376339567,1,"a,b,c",12.4259587,0.86,2.060510988,0.81,0.05
724,6.1,6.1,0.395382778,78.343,78.343,4.725,1,0.2,27.339,1.844,0.192267283,2,"b,a",5.786031746,0.35,0.787650061,0.27,0.07
862,11.591,11.591,0.759652382,78.335,78.335,8.974,3,0.6,97.13,3.04,0.317923934,3,"d,c",10.82349008,0.74,1.677576315,0.65,0.09
35,3.17,3.17,0.201008359,78.328,78.328,5.015,4,0.8,40.403,8.22,0.862155915,2,"c,b",8.056430708,0.52,1.863164274,0.73,-0.21
504,5.777,5.777,0.373955155,78.295,78.295,5.272,1,0.2,35.544,2.453,0.256251313,3,"b,d,a",6.742033384,0.42,0.830206468,0.29,0.13
629,5.928,5.928,0.383972403,78.282,78.282,4.071,0,0,27.857,3.978,0.416474049,1,"b,c",6.842790469,0.43,0.800446452,0.28,0.15
636,8.919,8.919,0.582393525,78.254,78.254,7.259,1,0.2,36.475,3.535,0.369930658,6,b,5.024796804,0.29,1.152324183,0.43,-0.14
659,8.731,8.731,0.56992172,78.227,78.227,8.521,3,0.6,54.829,1.606,0.16726203,5,d,6.434573407,0.4,1.337183749,0.5,-0.11
997,1.373,1.373,0.081796471,78.225,78.225,7.378,3,0.6,76.608,5.459,0.572073965,2,b,10.38330171,0.7,1.253870436,0.47,0.23
984,3.966,3.966,0.253814515,78.208,78.208,7.915,0,0,11.55,0.16,0.015339357,2,"b,a",1.45925458,0.01,0.269153872,0.05,-0.04
70,9.938,9.938,0.649993366,78.164,78.164,5.657,1,0.2,53.264,4.182,0.437907123,3,"d,b",9.415591303,0.63,1.287900489,0.48,0.14
969,9.27,9.27,0.605678652,78.108,78.108,8.749,4,0.8,84.233,0.741,0.076381593,3,"a,c,b",9.627728883,0.64,1.482060245,0.57,0.08
924,1.54,1.54,0.092875149,78.101,78.101,6.583,3,0.6,76.347,4.409,0.461756672,2,"c,b,a",11.59759988,0.8,1.154631821,0.43,0.37
